Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
2/2/2025 13:00,76.87764242,22.9001088,30.79068654,23.59868929,0.9,80.88403998,51.3829541,0.1,0.4,Increase Chiller,0
2/2/2025 14:00,60.93243816,23.43976346,29.4719416,23.886668,0.74,64.89524308,43.4555667,0.07,0.11,Eco Mode,4
2/2/2025 15:00,71.26942884,20.93943309,25.70817638,21.07683656,0.87,81.1585877,43.2182941,0.11,2.92,Maintain,2
2/2/2025 16:00,58.18968777,21.23904022,24.16134461,25.98557626,0.78,62.754675,55.04409996,0.11,1.99,Maintain,2
2/2/2025 17:00,71.59777593,21.62262281,27.0519799,20.89832963,0.78,69.11054901,45.01611992,0.08,3.1,Reduce AHU,1
2/2/2025 18:00,61.10660381,20.79263455,26.90178943,27.53057376,0.73,59.79879945,51.2873171,0.09,3.53,Increase Chiller,0
2/2/2025 19:00,60.66656697,19.75179363,23.67103921,24.86945012,0.66,53.81820127,45.16353255,0.07,0.87,Increase Chiller,0
2/2/2025 20:00,94.09734685,24.98329174,29.24848041,21.53065765,0.9,87.1539559,40.99413437,0.11,2.47,Increase Chiller,0
2/2/2025 21:00,14.79301813,15.14399544,19.80266384,26.5665568,0.41,20,49.40780301,0.04,2.57,Eco Mode,4
2/2/2025 22:00,69.96826151,21.98716869,25.97430624,18,0.79,74.27349857,38.21621105,0.08,6,Eco Mode,4
2/2/2025 23:00,79.53760272,22.48910216,27.69236951,28.25756686,1,87.12140085,59.95092608,0.08,4.26,Increase Chiller,0
2/3/2025 0:00,60.55075742,23.09378934,27.3737799,20.70994951,0.67,55.44533713,45.90450952,0.07,3.29,Increase Chiller,0
2/3/2025 1:00,79.68050168,23.89678419,27.64099834,19.41079162,0.87,84.38740148,38.73702788,0.1,4.59,Maintain,2
2/3/2025 2:00,86.16866123,22.11447608,23.40327968,27.35190201,1.06,96.10673425,58.62446379,0.15,3.35,Reduce AHU,1
2/3/2025 3:00,66.55656477,20.68249672,25.4974569,20.91453953,0.75,69.57535265,38.33989397,0.1,3.09,Eco Mode,4
2/3/2025 4:00,100,24.26297804,29.12866398,20.53215045,1,100,40.18713233,0.12,3.47,Boost All,3
2/3/2025 5:00,65.66035445,20.74277961,23.74575806,23.29196045,0.7,59.79664729,45.18386106,0.07,0.71,Increase Chiller,0
2/3/2025 6:00,50.3563873,18.51585159,24.97407111,29.6623264,0.7,52.21870579,55.81116468,0.08,5.66,Eco Mode,4
2/3/2025 7:00,68.81798279,20.73538289,27.00686261,22.86197693,0.75,67.77690306,42.44829336,0.08,1.14,Eco Mode,4
2/3/2025 8:00,79.50117153,22.20412553,24.8612491,25.20200112,0.98,88.04993446,54.28872087,0.12,1.2,Maintain,2
2/3/2025 9:00,67.17552744,22.57691486,24.80673369,21.84381138,0.79,71.48095966,43.02142407,0.09,2.16,Reduce AHU,1
2/3/2025 10:00,36.21210304,17.63617573,24.75439982,22.49349747,0.46,27.80651305,46.85710615,0.06,1.51,Eco Mode,4
2/3/2025 11:00,68.75610365,22.62391701,28.37161402,23.75357097,0.83,74.84982137,46.99968823,0.07,0.25,Boost All,3
2/3/2025 12:00,34.62941389,17.88684105,23.77176023,29.81791172,0.62,39.02381198,62.3301576,0.09,5.82,Reduce AHU,1
2/3/2025 13:00,65.44033784,19.0845154,25.11450504,25.55127485,0.71,58.82091652,47.80236604,0.09,1.55,Increase Chiller,0
2/3/2025 14:00,73.80492118,23.39896752,29.51210466,25.35762554,0.74,63.98538456,46.10784784,0.1,1.36,Maintain,2
2/3/2025 15:00,54.0002821,19.60134367,23.95391694,23.67686703,0.66,54.91581227,44.95536576,0.08,0.32,Reduce AHU,1
2/3/2025 16:00,63.80201056,21.67561175,29.00324775,28.76766371,0.8,61.96053616,60.6315933,0.1,4.77,Reduce AHU,1
2/3/2025 17:00,89.57954109,25.37076241,28.62194825,24.00077219,0.88,80.79606354,46.36373213,0.07,0,Increase Chiller,0
2/3/2025 18:00,28.6552214,17.11540792,18.97866223,22.72836465,0.51,38.26039443,41.20184544,0.07,1.27,Eco Mode,4
2/3/2025 19:00,45.1921386,18.8693543,25.29908288,18,0.49,40.55998208,32.95120841,0.07,6,Increase Chiller,0
2/3/2025 20:00,64.86279618,21.22632687,27.84899868,21.19415372,0.68,59.15267475,40.84869844,0.09,2.81,Boost All,3
2/3/2025 21:00,42.75171902,18.86392043,24.7047136,28.95967489,0.57,37.54146805,54.33564763,0.07,4.96,Increase Chiller,0
2/3/2025 22:00,74.68224872,21.80531236,24.97932789,18,0.75,73.75452235,31.41567149,0.08,6,Reduce AHU,1
2/3/2025 23:00,38.26196303,18.36358771,22.12664762,26.47872315,0.65,44.90977051,57.90651287,0.07,2.48,Increase Chiller,0
2/4/2025 0:00,22.00275355,17.17971139,24.15480756,24.67252148,0.5,28.1665055,54.2472048,0.06,0.67,Maintain,2
2/4/2025 1:00,66.30778061,20.60422776,23.77570399,19.42613738,0.82,75.1042607,43.74684973,0.07,4.57,Boost All,3
2/4/2025 2:00,46.98742934,19.42328521,22.10970139,29.95351169,0.73,54.59059407,59.35020956,0.08,5.95,Boost All,3
2/4/2025 3:00,72.71986897,22.71413177,25.38375666,28.51250218,0.9,80.17928394,52.46122543,0.13,4.51,Increase Chiller,0
2/4/2025 4:00,63.98210891,21.93368543,27.28873185,26.64845897,0.74,57.73779789,55.85796664,0.1,2.65,Maintain,2
2/4/2025 5:00,44.83596392,20.47671013,23.55267674,22.81511297,0.58,45.2285599,44.34420888,0.07,1.18,Eco Mode,4
2/4/2025 6:00,75.3294405,22.98952932,23.42698887,28.06823309,0.94,81.98863826,56.67448749,0.12,4.07,Increase Chiller,0
2/4/2025 7:00,52.76090511,18.60253042,24.51619471,26.6350888,0.72,56.68433547,53.73530157,0.09,2.64,Eco Mode,4
2/4/2025 8:00,100,24.18607475,26.69151057,20.79025729,1.01,100,42.95648731,0.1,3.21,Eco Mode,4
2/4/2025 9:00,41.97355694,18.14208984,22.22059581,24.91723957,0.6,45.27257285,47.92508745,0.08,0.92,Reduce AHU,1
2/4/2025 10:00,51.33924461,19.8036114,25.9748917,22.08719889,0.56,44.879639,39.88512511,0.08,1.91,Maintain,2
2/4/2025 11:00,35.95685591,19.66943959,22.9218517,28.97778609,0.59,36.219645,59.26930989,0.08,4.98,Eco Mode,4
2/4/2025 12:00,100,26.22122673,29.93198653,21.08015567,1.02,99.6858453,44.90085526,0.14,2.92,Maintain,2
2/4/2025 13:00,71.24642589,21.99210317,30.02583703,21.94406082,0.73,65.5945201,41.50312239,0.09,2.06,Increase Chiller,0
2/4/2025 14:00,47.37953436,18.32925453,23.52025622,25.89575509,0.6,42.28565475,53.3135648,0.08,1.9,Eco Mode,4
2/4/2025 15:00,34.88860436,17.56891252,19.54211906,23.29310447,0.55,37.80683901,48.53098432,0.07,0.71,Maintain,2
2/4/2025 16:00,76.61723172,21.22196778,23.76909011,25.26297342,0.87,74.70404573,54.91588752,0.12,1.26,Increase Chiller,0
2/4/2025 17:00,91.87589733,22.72235116,24.72783553,20.96081485,0.96,95.5344523,38.72973844,0.13,3.04,Boost All,3
2/4/2025 18:00,73.7221092,23.52413914,29.86346191,28.26778306,0.81,65.52482115,56.46916954,0.11,4.27,Maintain,2
2/4/2025 19:00,100,24.96966253,29.69499849,22.91992977,1.04,100,47.38768646,0.14,1.08,Maintain,2
2/4/2025 20:00,81.49200629,25.86131267,29.47476281,30.1047946,1.01,87.55701362,62.32702856,0.1,6.1,Maintain,2
2/4/2025 21:00,70.9768293,21.99491872,27.54091152,28.74001659,0.81,66.29688106,56.25874034,0.1,4.74,Reduce AHU,1
2/4/2025 22:00,16.47790903,17.49278341,19.64419896,25.18133647,0.42,22.54862412,48.34111773,0.05,1.18,Reduce AHU,1
2/4/2025 23:00,88.84442824,25.17656058,29.32447179,26.40599605,0.9,81.02239355,49.64801278,0.08,2.41,Boost All,3
2/5/2025 0:00,95.28651631,26.00657854,33.24419891,18,0.9,89.26139297,36.39211111,0.11,6,Increase Chiller,0
2/5/2025 1:00,62.4850534,20.60006891,25.62664329,25.27419916,0.67,52.79779396,49.45463928,0.1,1.27,Boost All,3
2/5/2025 2:00,86.25502783,25.2624912,27.2540755,20.22658365,0.8,76.95334665,36.59356744,0.09,3.77,Reduce AHU,1
2/5/2025 3:00,53.73136908,21.16074013,27.58746916,21.1823522,0.58,44.84190767,44.96491307,0.07,2.82,Boost All,3
2/5/2025 4:00,60.45010598,21.40839709,27.68039153,23.29421526,0.75,62.81737674,49.96038602,0.09,0.71,Increase Chiller,0
2/5/2025 5:00,71.97625451,21.40708739,28.19370385,23.90477592,0.78,66.15589786,49.72868768,0.11,0.1,Reduce AHU,1
2/5/2025 6:00,47.58947508,20.84090951,28.78147739,24.10497837,0.68,54.43972787,48.76980494,0.1,0.1,Boost All,3
2/5/2025 7:00,81.52350811,23.12241909,28.01568971,20.20748857,0.8,73.41090726,43.08825016,0.09,3.79,Maintain,2
2/5/2025 8:00,49.30392961,20.3303197,24.41425118,27.04861209,0.63,45.14448115,53.69982151,0.06,3.05,Eco Mode,4
2/5/2025 9:00,82.91866365,23.77555575,30.90109168,21.94099653,0.84,79.37726046,40.03294697,0.1,2.06,Reduce AHU,1
2/5/2025 10:00,38.54609649,18.50339926,18.62748049,24.61343016,0.5,30.33486973,51.15369076,0.06,0.61,Eco Mode,4
2/5/2025 11:00,74.40911435,22.02093038,26.16247204,24.05526869,0.76,64.93826155,48.77631355,0.08,0.06,Eco Mode,4
2/5/2025 12:00,75.55655192,21.25628415,28.53865945,23.35851388,0.85,74.32450137,51.60999948,0.09,0.64,Boost All,3
2/5/2025 13:00,46.98208956,19.87060794,22.88680581,22.22455292,0.62,49.10547689,44.45773405,0.06,1.78,Maintain,2
2/5/2025 14:00,19.97135555,18.57413063,20.48342199,29.96069198,0.44,20,56.65021755,0.06,5.96,Boost All,3
2/5/2025 15:00,82.94833998,22.46137256,32.43666787,21.97522474,0.89,83.85476752,44.30738207,0.13,2.02,Reduce AHU,1
2/5/2025 16:00,65.81264491,21.95397548,28.11794036,23.71053196,0.83,72.79268587,49.61363928,0.07,0.29,Boost All,3
2/5/2025 17:00,30.42419549,18.24638778,23.8912895,22.98055469,0.4,20.48789764,46.43178017,0.03,1.02,Maintain,2
2/5/2025 18:00,56.11189381,20.95921158,26.27628597,19.62145394,0.67,60.88786382,36.43386465,0.06,4.38,Eco Mode,4
2/5/2025 19:00,41.46862075,16.41983673,21.38880347,26.34368798,0.54,36.36548245,49.21386593,0.06,2.34,Reduce AHU,1
2/5/2025 20:00,36.49913294,16.81000961,19.32020586,26.87114014,0.48,27.39782828,51.96490763,0.05,2.87,Increase Chiller,0
2/5/2025 21:00,29.31418637,18.20096507,25.02226599,21.89498474,0.51,35.03684539,45.19367895,0.05,2.11,Increase Chiller,0
2/5/2025 22:00,73.84217948,23.73323249,25.32825354,19.80850148,0.8,76.61737232,36.73107459,0.11,4.19,Increase Chiller,0
2/5/2025 23:00,87.82744908,22.8972552,25.42159776,22.45923077,0.85,78.42508605,43.65789014,0.09,1.54,Maintain,2
2/6/2025 0:00,59.89093813,18.7171427,22.0071762,19.27873691,0.59,51.35259273,36.29180224,0.08,4.72,Maintain,2
2/6/2025 1:00,65.24036496,21.27504924,30.26044108,23.05896895,0.75,67.32507302,42.24637574,0.09,0.94,Boost All,3
2/6/2025 2:00,84.19981745,22.38489099,28.87420559,28.01957276,0.93,77.74591935,60.92417633,0.09,4.02,Reduce AHU,1
2/6/2025 3:00,45.35599208,20.39094614,28.2566831,21.62150032,0.64,52.09462364,44.02865288,0.06,2.38,Maintain,2
2/6/2025 4:00,57.58775496,19.53598272,27.70700107,21.1117904,0.68,58.10222707,43.72669866,0.06,2.89,Reduce AHU,1
2/6/2025 5:00,70.51096761,23.14202487,31.72386882,23.19028069,0.78,69.25647091,44.46116619,0.07,0.81,Increase Chiller,0
2/6/2025 6:00,100,23.21301317,28.29863605,27.60639759,1.07,96.75152137,59.86580793,0.15,3.61,Reduce AHU,1
2/6/2025 7:00,59.06116783,22.37667535,25.37778411,24.0817256,0.82,68.94605308,53.06219246,0.1,0.08,Eco Mode,4
2/6/2025 8:00,83.66276518,23.51232191,25.86351197,23.54954893,0.9,83.11016508,47.64459119,0.11,0.45,Boost All,3
2/6/2025 9:00,59.08143342,20.765134,26.92350445,22.71287349,0.76,63.56403548,49.90729791,0.08,1.29,Reduce AHU,1
2/6/2025 10:00,51.40444701,17.79208889,22.65364218,21.6744612,0.6,45.62729227,47.14249014,0.07,2.33,Boost All,3
2/6/2025 11:00,68.51534703,20.53649522,23.12170216,23.73006521,0.76,67.55807771,43.98497534,0.11,0.27,Reduce AHU,1
2/6/2025 12:00,60.83161336,20.51741642,27.4429872,28.46373255,0.71,54.66003592,54.35020256,0.08,4.46,Increase Chiller,0
2/6/2025 13:00,17.58024926,16.20076238,18.1329335,30.47012462,0.52,26.53648362,61.11511485,0.06,6.47,Eco Mode,4
2/6/2025 14:00,63.34306208,20.6795443,22.07943558,28.57854292,0.86,70.78987579,57.95628669,0.11,4.58,Increase Chiller,0
2/6/2025 15:00,53.19765165,21.62823594,25.33737199,23.30511349,0.56,43.29015877,42.39989289,0.06,0.69,Boost All,3
2/6/2025 16:00,63.01275387,20.27970045,23.44917686,21.05280096,0.77,72.043828,39.25993428,0.11,2.95,Eco Mode,4
2/6/2025 17:00,66.64950806,22.26513532,25.92773688,24.38991406,0.74,63.40135149,47.07909419,0.07,0.39,Reduce AHU,1
2/6/2025 18:00,91.4184642,23.76455375,32.16434963,18,0.87,82.67810484,40.95107152,0.07,6,Eco Mode,4
2/6/2025 19:00,60.50424401,19.53913441,25.74968526,23.54394671,0.75,62.03453158,49.88282215,0.07,0.46,Eco Mode,4
2/6/2025 20:00,35.19034296,18.0674687,23.34074067,26.57589784,0.5,29.23763102,53.37556372,0.06,2.58,Eco Mode,4
2/6/2025 21:00,64.46319624,21.87960215,26.0510144,25.778,0.78,66.73457971,50.05799984,0.08,1.78,Boost All,3
2/6/2025 22:00,54.37842178,19.27445153,25.50364373,18,0.65,58.94378252,35.83656452,0.09,6,Boost All,3
2/6/2025 23:00,63.5023109,20.96817107,26.52610809,25.39352867,0.83,72.64226954,50.07249114,0.11,1.39,Reduce AHU,1
2/7/2025 0:00,96.75206871,25.29652734,28.39864119,25.11376022,1.01,94.82767401,50.10733616,0.09,1.11,Reduce AHU,1
2/7/2025 1:00,64.57952579,22.63694973,29.29959923,29.68734766,0.86,70.81604546,57.74145581,0.12,5.69,Reduce AHU,1
2/7/2025 2:00,52.14280221,20.18667009,23.3195049,24.90614307,0.59,44.04074789,46.68203668,0.08,0.91,Eco Mode,4
2/7/2025 3:00,75.07666539,22.59535938,24.55294359,26.42895462,0.92,84.79095186,48.36717771,0.1,2.43,Maintain,2
2/7/2025 4:00,56.00519575,23.07504911,28.2384827,22.64878369,0.67,57.99020197,40.43999622,0.06,1.35,Boost All,3
2/7/2025 5:00,58.92474964,20.53770058,25.71569736,27.84977349,0.7,52.76144455,55.7252684,0.1,3.85,Eco Mode,4
2/7/2025 6:00,44.62380471,19.83180296,25.60572397,21.71878232,0.52,37.37785329,43.46511866,0.06,2.28,Eco Mode,4
2/7/2025 7:00,86.58025597,25.72634431,27.9228866,23.81052203,0.95,91.29572568,44.69471298,0.13,0.19,Reduce AHU,1
2/7/2025 8:00,49.75772399,19.69849673,25.54870542,24.93028048,0.71,56.83237879,51.67694707,0.07,0.93,Maintain,2
2/7/2025 9:00,67.81641959,20.38611532,23.57468404,27.29442173,0.88,74.17915737,57.81158458,0.07,3.29,Eco Mode,4
2/7/2025 10:00,86.59887145,22.97940455,28.03138973,21.01687758,0.83,79.51731885,38.50923017,0.08,2.98,Maintain,2
2/7/2025 11:00,71.20513728,21.28022449,23.9046637,23.54519515,0.8,72.31961309,43.75410421,0.07,0.45,Reduce AHU,1
2/7/2025 12:00,97.08814956,23.25741533,31.58029156,21.40943043,1.01,100,41.62692426,0.11,2.59,Maintain,2
2/7/2025 13:00,58.0178245,20.92523229,24.45149891,29.13731115,0.75,59.01573299,55.93290577,0.06,5.14,Reduce AHU,1
2/7/2025 14:00,78.47123279,21.49908189,28.44356772,21.80798692,0.8,73.51689139,42.62473082,0.1,2.19,Eco Mode,4
2/7/2025 15:00,63.07288423,21.49502747,25.76905153,18,0.65,59.39060665,35.16185376,0.06,6,Eco Mode,4
2/7/2025 16:00,62.74075102,20.65995975,21.58004662,24.90367874,0.75,64.1395966,46.71782547,0.11,0.9,Boost All,3
2/7/2025 17:00,100,24.42137318,26.6939314,22.08053077,1,99.22160877,41.69418072,0.1,1.92,Increase Chiller,0
2/7/2025 18:00,54.28562516,20.23478896,24.4711512,26.83019821,0.67,52.23048307,50.10072417,0.06,2.83,Reduce AHU,1
2/7/2025 19:00,63.90287398,21.05586034,22.55276967,28.01264908,0.83,67.26145034,57.82287472,0.09,4.01,Reduce AHU,1
2/7/2025 20:00,77.04935319,23.47823306,28.73226919,20.34451663,0.9,86.15445814,42.15545279,0.09,3.66,Maintain,2
2/7/2025 21:00,33.13315988,18.25599496,24.90170009,26.84154988,0.55,32.62332521,58.20204624,0.06,2.84,Boost All,3
2/7/2025 22:00,36.72983867,17.67320333,22.54835065,18,0.43,32.82904884,33.97900337,0.04,6,Increase Chiller,0
2/7/2025 23:00,63.879225,22.40546995,28.63558678,27.45350603,0.78,63.45727191,54.13087562,0.1,3.45,Maintain,2
2/8/2025 0:00,94.39060793,25.15541032,31.91323116,18,0.91,94.80704163,31.09293123,0.11,6,Boost All,3
2/8/2025 1:00,72.63245927,23.82973785,27.50292056,25.95850061,0.82,70.99826665,50.26589974,0.08,1.96,Maintain,2
2/8/2025 2:00,65.33852499,23.41488523,26.81278211,23.42886367,0.67,57.20727897,41.92065772,0.08,0.57,Reduce AHU,1
2/8/2025 3:00,68.15238799,20.27219274,27.73516325,21.68087363,0.75,64.98998769,46.99251167,0.09,2.32,Increase Chiller,0
2/8/2025 4:00,80.25492524,22.42455065,29.33770614,25.43560721,0.8,70.37531802,48.18809775,0.07,1.44,Boost All,3
2/8/2025 5:00,59.25886372,19.81577572,24.76573712,28.62865434,0.78,59.83063868,60.95137041,0.11,4.63,Eco Mode,4
2/8/2025 6:00,70.51641621,21.05969088,28.23608547,22.73211042,0.69,61.14000599,40.46760085,0.06,1.27,Reduce AHU,1
2/8/2025 7:00,30.69756408,18.35462274,22.3646922,21.19962557,0.52,40.64278899,39.7919937,0.08,2.8,Boost All,3
2/8/2025 8:00,71.25646753,21.79841314,28.33002872,23.14540486,0.86,74.89910186,51.28995604,0.07,0.85,Increase Chiller,0
2/8/2025 9:00,54.92798036,19.23493317,25.60932801,21.36108279,0.62,51.32926108,41.34904786,0.08,2.64,Increase Chiller,0
2/8/2025 10:00,100,25.19103934,30.65250877,24.21317912,1.05,100,49.13663202,0.16,0.21,Eco Mode,4
2/8/2025 11:00,47.60416164,19.51221208,25.43718091,26.94524212,0.74,55.78377757,58.01309816,0.1,2.95,Increase Chiller,0
2/8/2025 12:00,62.22040566,20.7993195,28.14540846,27.01005508,0.79,62.68151064,58.60546735,0.09,3.01,Reduce AHU,1
2/8/2025 13:00,94.71187684,25.27208013,31.46713806,25.28638471,1.02,96.86971109,49.34255549,0.14,1.29,Eco Mode,4
2/8/2025 14:00,85.80991211,24.35222441,30.64191893,29.2121004,0.96,82.54121657,60.31327186,0.12,5.21,Increase Chiller,0
2/8/2025 15:00,50.21359669,19.09073123,23.41867698,25.46536344,0.71,57.75453344,49.09776577,0.06,1.47,Increase Chiller,0
2/8/2025 16:00,23.26225385,17.71775151,22.30766047,21.96910998,0.47,29.04629721,47.89731403,0.04,2.03,Maintain,2
2/8/2025 17:00,93.83976735,25.44433881,32.68747436,26.44871645,0.92,84.14472782,50.31585201,0.1,2.45,Boost All,3
2/8/2025 18:00,54.98588604,20.1939508,26.66165213,23.08035324,0.61,45.839347,47.68323001,0.06,0.92,Boost All,3
2/8/2025 19:00,79.20177256,23.45582537,28.30224499,22.21002289,0.91,84.03751501,46.99670952,0.1,1.79,Eco Mode,4
2/8/2025 20:00,47.32940416,19.58944416,23.11138221,27.84830434,0.63,45.30116084,53.43032815,0.08,3.85,Increase Chiller,0
2/8/2025 21:00,59.4839051,20.75384551,26.82396284,22.24626268,0.75,65.57931881,45.97160092,0.08,1.75,Increase Chiller,0
2/8/2025 22:00,100,26.09116474,31.83842028,21.42565909,0.97,94.47612055,41.98299248,0.13,2.57,Reduce AHU,1
2/8/2025 23:00,50.90812068,19.80397369,22.90084946,23.00856228,0.68,56.25500186,46.1465561,0.1,0.99,Boost All,3
2/9/2025 0:00,76.78891435,22.58128601,31.83000821,24.4934764,0.8,70.05488661,47.68367047,0.12,0.49,Eco Mode,4
2/9/2025 1:00,91.66241015,24.26542749,27.45571378,21.7513724,1.03,100,46.91104633,0.12,2.25,Reduce AHU,1
2/9/2025 2:00,75.20091855,23.08529343,28.50178965,30.38730703,0.85,69.97083772,58.90335074,0.12,6.39,Increase Chiller,0
2/9/2025 3:00,42.43015086,21.48248857,27.45136778,18.8082685,0.46,36.04885919,34.22064448,0.06,5.19,Increase Chiller,0
2/9/2025 4:00,42.85918368,19.35189919,26.03519236,24.58593719,0.5,34.16336694,44.82563207,0.04,0.59,Maintain,2
2/9/2025 5:00,31.07526356,16.35803622,21.73366455,25.81382552,0.46,27.32899095,47.67388751,0.06,1.81,Eco Mode,4
2/9/2025 6:00,58.91465921,21.26636354,26.57274185,28.61014721,0.67,50.64993194,52.24003892,0.08,4.61,Reduce AHU,1
2/9/2025 7:00,76.85064783,23.40685216,25.08357114,24.78753315,0.86,75.95672212,51.18605055,0.09,0.79,Reduce AHU,1
2/9/2025 8:00,66.41892544,20.82657594,22.20030595,24.13871044,0.82,74.66414886,44.02958317,0.09,0.14,Increase Chiller,0
2/9/2025 9:00,81.91719748,22.55217671,25.19725998,18,0.83,83.5016417,31.96508727,0.11,6,Boost All,3
2/9/2025 10:00,47.22469669,20.68446867,23.766279,29.56822466,0.63,44.25029239,54.28622709,0.05,5.57,Increase Chiller,0
2/9/2025 11:00,46.95281548,19.2759435,24.6720653,26.20593751,0.69,52.43851678,53.91545115,0.06,2.21,Maintain,2
2/9/2025 12:00,96.55322451,24.9981846,27.30841782,21.17118355,0.99,100,38.93128972,0.13,2.83,Reduce AHU,1
2/9/2025 13:00,18.19877096,18.7887191,23.39067751,28.79190527,0.43,20,54.24075041,0.05,4.79,Reduce AHU,1
2/9/2025 14:00,90.21357638,25.08264314,29.30942581,25.95041474,0.91,81.834091,50.11935053,0.11,1.95,Maintain,2
2/9/2025 15:00,94.94796807,25.24849878,31.81868957,27.27372603,1.07,100,54.84905197,0.13,3.27,Increase Chiller,0
2/9/2025 16:00,87.65430216,23.65968023,28.62348477,28.2740244,0.92,79.36826819,57.13751729,0.1,4.27,Boost All,3
2/9/2025 17:00,81.84073924,24.88672318,32.06419134,24.16215827,0.82,72.56965237,48.62552002,0.1,0.16,Increase Chiller,0
2/9/2025 18:00,64.64467096,20.84458746,26.63020777,20.13570988,0.68,56.7487968,44.2290885,0.06,3.86,Maintain,2
2/9/2025 19:00,70.50332513,23.4882111,28.08446668,28.12460449,0.91,78.44118461,56.39876073,0.1,4.12,Maintain,2
2/9/2025 20:00,47.32114567,19.38734398,24.60921957,26.93290508,0.71,51.80658648,58.46866858,0.1,2.93,Increase Chiller,0
2/9/2025 21:00,46.41912364,17.49667177,25.01087852,24.76814431,0.64,51.48905658,46.50142162,0.05,0.77,Eco Mode,4
2/9/2025 22:00,58.00100607,20.81445408,25.64378592,25.79121139,0.73,61.06345088,47.8456814,0.09,1.79,Maintain,2
2/9/2025 23:00,60.79254315,21.06974061,29.2390816,26.20253532,0.72,56.15436009,55.06210387,0.1,2.2,Reduce AHU,1
2/10/2025 0:00,50.64808855,20.61537503,25.55252975,21.62859583,0.66,52.36389297,47.81243485,0.09,2.37,Maintain,2
2/10/2025 1:00,83.35001069,21.37183361,24.44903372,25.2812656,0.86,73.86099323,54.17995529,0.13,1.28,Maintain,2
2/10/2025 2:00,70.70053947,21.43383337,27.52738664,24.67690838,0.77,65.79459549,48.70054264,0.11,0.68,Maintain,2
2/10/2025 3:00,42.65267336,18.02593001,24.10542743,21.18373024,0.48,36.26842721,38.11718191,0.07,2.82,Maintain,2
2/10/2025 4:00,78.04214926,22.41863277,25.8125154,28.3141354,0.9,78.75910436,53.33546653,0.08,4.31,Reduce AHU,1
2/10/2025 5:00,28.66768145,15,16.28247468,25.09881645,0.45,21.70657143,54.72302895,0.05,1.1,Reduce AHU,1
2/10/2025 6:00,59.71710804,23.19485649,32.18301932,25.98744474,0.79,67.98880275,49.56774505,0.07,1.99,Increase Chiller,0
2/10/2025 7:00,42.94116229,20.00324712,26.44834744,28.42438786,0.57,39.17273919,52.04491085,0.06,4.42,Reduce AHU,1
2/10/2025 8:00,41.12940997,19.05953309,24.52201091,22.40377267,0.54,37.26855191,48.88165193,0.06,1.6,Maintain,2
2/10/2025 9:00,100,25.63630667,29.06653428,25.13345166,1.07,100,53.01456244,0.13,1.13,Maintain,2
2/10/2025 10:00,53.26518704,19.07534425,22.30701328,22.8805559,0.62,47.18649909,49.17859187,0.06,1.12,Reduce AHU,1
2/10/2025 11:00,73.71348395,21.49289077,27.64822794,25.52017852,0.86,77.40356823,47.72394877,0.09,1.52,Increase Chiller,0
2/10/2025 12:00,78.48413675,22.09035967,28.42533431,22.10097483,0.92,87.74597114,43.14558085,0.07,1.9,Reduce AHU,1
2/10/2025 13:00,82.75822699,25.4736872,27.28811156,26.78791648,0.89,75.53662692,58.09105067,0.07,2.79,Increase Chiller,0
2/10/2025 14:00,86.18912619,22.55143832,31.44800993,27.94763889,1,92.91041414,51.48507611,0.14,3.95,Increase Chiller,0
2/10/2025 15:00,60.2712521,21.97952104,25.37188916,25.32291222,0.78,67.43002747,48.60720884,0.07,1.32,Maintain,2
2/10/2025 16:00,77.6391988,23.45544897,31.75445936,24.2692439,0.89,78.79088193,52.08211286,0.09,0.27,Maintain,2
2/10/2025 17:00,70.07527212,23.28388644,27.23121376,25.86934931,0.81,71.45096836,46.91366017,0.07,1.87,Eco Mode,4
2/10/2025 18:00,54.61181695,21.64488687,29.84612554,19.87914341,0.65,58.01869438,37.89889036,0.09,4.12,Reduce AHU,1
2/10/2025 19:00,67.38935542,22.66344515,31.40606223,28.70583184,0.88,75.2934464,55.13772111,0.12,4.71,Maintain,2
2/10/2025 20:00,92.13280709,23.81813573,28.57946997,20.1473148,1.01,99.11162616,43.405947,0.11,3.85,Increase Chiller,0
2/10/2025 21:00,86.41479404,24.28720716,30.15957684,26.1884419,1.01,94.82982468,51.22592183,0.14,2.19,Reduce AHU,1
2/10/2025 22:00,92.22408559,23.30923171,27.8098728,22.96719303,0.98,94.92601291,44.38925268,0.13,1.03,Reduce AHU,1
2/10/2025 23:00,65.52102717,21.57403294,24.72564015,24.06520681,0.78,65.30773644,50.81851477,0.09,0.07,Increase Chiller,0
2/11/2025 0:00,70.75882217,23.37068431,28.4380528,23.48003528,0.83,76.85783706,43.47849959,0.12,0.52,Eco Mode,4
2/11/2025 1:00,34.50579862,19.01851629,21.09756987,21.05786794,0.46,29.18945335,45.42467451,0.06,2.94,Boost All,3
2/11/2025 2:00,61.73928584,20.74330317,25.79045105,26.28442057,0.78,65.29421714,50.64356721,0.11,2.28,Maintain,2
2/11/2025 3:00,88.37374156,23.56760845,28.84444359,26.37748722,0.98,91.76791109,49.58699333,0.14,2.38,Maintain,2
